,ID,Region,Date,Weekday,Apartment,Beds,Review,Pic Quality,Price,Accept
3540,3541,4,286,7,1,2,4.90026781,0.821294257,397.98514789999996,0
3541,3542,1,224,1,1,1,3.863823408,0.926084502,298.2262837,0
3542,3543,3,365,2,0,1,4.9981208619999995,0.75291205,341.10914410000004,0
3543,3544,3,107,3,1,2,4.678470152,0.9810367390000001,442.7413791999999,0
3544,3545,10,128,3,1,1,4.835892298,0.6779521620000001,275.71498460000004,0
3545,3546,2,271,6,0,1,3.9383974889999998,0.99760908,270.5538786,0
3546,3547,2,255,4,1,2,4.988613377,0.9641145809999999,295.22317169999997,1
3547,3548,3,348,6,0,2,4.747048704,0.448842016,418.1948264,0
3548,3549,2,315,1,1,1,4.547126418,0.279477885,221.45754879999998,0
3549,3550,5,326,5,1,1,4.912234773,0.8770535740000001,275.8002096,1
3550,3551,2,41,7,1,1,4.4665832089999995,0.6495916070000001,211.76472080000002,1
3551,3552,1,338,3,1,1,4.469941662,0.950703748,242.3076742,0
3552,3553,1,164,4,1,1,4.004104627,0.831070485,178.1008935,1
3553,3554,9,321,7,1,3,3.08824775,0.197817291,138.3861123,1
3554,3555,10,268,3,0,1,4.61058595,0.8910158090000001,303.1695046,0
3555,3556,8,103,6,0,1,4.945383339,0.711418665,380.7950164,0
3556,3557,7,141,2,1,2,4.669233105,0.886422887,313.46782189999993,0
3557,3558,5,241,4,1,1,4.881799483,0.7920012820000001,321.7668756,0
3558,3559,1,308,1,1,3,4.449046834,0.615000106,547.7603564,0
3559,3560,3,197,2,1,1,4.56714478,0.9560270000000001,227.0161727,0
3560,3561,8,252,1,0,1,4.873066334,0.8153466340000001,383.0863877,0
3561,3562,8,192,4,0,3,4.9615280230000005,0.92451099,421.1693485,1
3562,3563,2,189,1,0,1,4.990043007,0.61108494,410.2588497,0
3563,3564,7,70,1,1,2,4.553421687,0.7320815140000001,431.40713370000003,0
3564,3565,8,79,3,1,1,4.768027861,0.679203342,284.3572895,0
3565,3566,7,3,4,1,2,4.893974512,0.332623942,295.79321789999995,1
3566,3567,8,38,4,1,1,4.886589948,0.96153234,400.7109632,0
3567,3568,2,85,2,1,1,4.8776826269999995,0.526425928,232.24788540000003,0
3568,3569,3,279,7,1,2,4.860906843,0.63583048,359.680428,0
3569,3570,2,358,2,0,2,4.323936385,0.7472754840000001,302.8904229,0
3570,3571,2,151,5,1,1,4.993325752,0.3891623,309.2878316,0
3571,3572,4,349,7,1,1,4.626989706,0.65208887,301.66511230000003,0
3572,3573,8,330,2,1,1,4.97386753,0.274998207,170.6843815,0
3573,3574,9,110,6,1,3,3.94110073,0.712917598,379.7116409,0
3574,3575,5,55,7,1,1,4.513448049,0.654901937,260.86386769999996,0
3575,3576,4,207,5,0,1,4.988605874,0.6245652389999999,335.4492477,0
3576,3577,6,307,7,1,1,4.832525426,0.648788461,346.1009628,0
3577,3578,2,118,7,1,1,4.986566412,0.702074124,333.50498230000005,0
3578,3579,6,145,6,0,1,4.757020425,0.8878971259999999,253.01252569999997,1
3579,3580,8,336,1,1,2,4.788719341,0.860599188,444.05977010000004,0
3580,3581,4,233,3,0,2,4.404814536,0.725034348,329.8076595,0
3581,3582,3,361,5,1,2,4.100727615,0.866218182,422.2500279,0
3582,3583,7,94,4,1,1,4.976770082,0.944264178,313.1676833,1
3583,3584,5,165,5,1,3,4.218559513,0.9288397690000001,548.3423717999999,0
3584,3585,1,35,1,1,3,4.916250579,0.917655285,438.8028489,0
3585,3586,7,361,5,1,2,3.34415418,0.477827485,184.831663,1
3586,3587,7,362,6,1,2,4.053903087,0.690672243,457.0333358,0
3587,3588,7,258,7,1,2,4.998880352,0.565553496,422.6449436000001,0
3588,3589,9,299,6,1,2,4.628784543,0.7753055640000001,317.25459789999996,1
3589,3590,6,248,4,1,1,4.799883847,0.8020890140000001,449.14562580000006,0
3590,3591,1,25,5,1,1,4.1261783130000005,0.923240084,317.3058353,0
3591,3592,6,253,2,1,1,4.962856287,0.880990387,294.28123710000006,0
3592,3593,5,228,5,1,1,4.808732817,0.689056329,295.97498219999994,0
3593,3594,6,45,4,0,1,3.0,0.924760006,175.55945549999998,0
3594,3595,4,118,7,1,1,3.585889878,0.567296658,103.21897729999999,1
3595,3596,9,315,1,1,2,3.993039778,0.64423554,367.8502518,0
3596,3597,1,304,4,1,1,3.590257839,0.397230835,282.7488751,0
3597,3598,7,213,4,1,1,4.679636122,0.600057579,308.0572996,0
3598,3599,7,287,1,1,2,4.8256764,0.658156638,340.9198499,1
3599,3600,4,191,3,1,1,4.655071653,0.901179018,310.5152289,0
3600,3601,3,13,7,1,2,4.664502573,0.957091056,287.98522760000003,1
3601,3602,4,101,4,0,1,4.905163098,0.9755423259999999,367.3910381,0
3602,3603,9,330,2,0,4,4.526460323999999,0.97405287,382.9580897,1
3603,3604,4,213,4,1,1,4.551329738,0.980269225,366.37528019999996,0
3604,3605,4,264,6,1,3,4.831334684,0.907182446,477.20714699999996,0
3605,3606,3,293,7,1,2,4.586690157,0.884086,454.26500219999997,0
3606,3607,10,205,3,1,1,3.0,0.926795987,119.80584209999999,0
3607,3608,9,55,7,1,1,4.969674508,0.518359096,277.20471969999994,0
3608,3609,5,266,1,1,1,4.830623576,0.7377853090000001,344.0788163,0
3609,3610,7,74,5,1,1,4.900052174,0.878319878,357.6990761,0
3610,3611,5,274,2,1,2,4.9720561739999996,0.966768663,288.1942117,1
3611,3612,8,19,6,1,2,4.625300053999999,0.9011656159999999,438.6880629,0
3612,3613,1,185,4,1,3,4.984753583,0.9312059890000001,404.8279408,1
3613,3614,3,304,4,1,1,4.758093451000001,0.579086915,409.59583100000003,0
3614,3615,8,301,1,0,2,4.728330657,0.903495761,408.4700983,0
3615,3616,7,299,6,1,1,4.804770415,0.606842584,377.8194564,0
3616,3617,1,174,7,0,3,3.6399956110000002,0.951368758,411.43789280000004,0
3617,3618,2,304,4,1,1,4.662453248,0.62332731,298.32269019999995,0
3618,3619,9,188,7,1,1,4.493287211,0.9899282229999999,311.6285146,0
3619,3620,8,356,7,1,1,4.8783568310000005,0.948709157,369.6622365,0
3620,3621,1,144,5,1,1,4.6164754530000005,0.596014818,233.9357856,1
3621,3622,7,52,4,1,1,4.982915039,0.6740928740000001,329.3234236,0
3622,3623,2,360,4,1,1,4.352798561,0.9645132340000001,388.5485625,0
3623,3624,2,168,1,1,1,3.833642012,0.49726874,289.0278672,0
3624,3625,2,172,5,1,1,4.490300146,0.8898761709999999,372.1674793,0
3625,3626,9,274,2,0,2,4.421565827,0.6666635479999999,182.47988759999998,1
3626,3627,7,58,3,1,1,4.548940049,0.815926887,188.19150380000002,1
3627,3628,8,174,7,1,3,4.91046433,0.828710238,412.55856760000006,0
3628,3629,6,315,1,1,1,4.076191986,0.989763983,277.5037008,0
3629,3630,1,217,1,1,1,4.490058489,0.944215076,238.9590212,1
3630,3631,10,350,1,1,1,4.402154083,0.63038891,217.44919190000002,0
3631,3632,7,325,4,1,2,4.157478072,0.9982501359999999,339.7219917,0
3632,3633,10,194,6,1,1,3.0,0.8660189229999999,132.3812352,0
3633,3634,1,163,3,1,1,3.6162930139999996,0.8650789320000001,164.09294690000002,0
3634,3635,1,24,4,1,3,3.9124541969999997,0.56566543,309.48359750000003,0
3635,3636,1,102,5,1,2,4.991505564,0.46997397399999996,316.03952730000003,0
3636,3637,3,359,3,0,2,4.79275178,0.649714001,373.2471394,0
3637,3638,5,244,7,0,1,4.937579809,0.7259775070000001,232.3008034,1
3638,3639,8,61,6,1,1,4.799439687,0.761614676,391.3185973,0
3639,3640,8,340,5,1,1,4.303671405,0.614060603,198.27526819999997,1
3640,3641,1,149,3,1,4,3.76588529,0.7684129890000001,440.94795889999995,0
3641,3642,4,27,7,1,2,3.864394855,0.469707686,380.95117910000005,0
3642,3643,7,357,1,1,1,4.54067931,0.642731961,285.2816645,0
3643,3644,10,65,3,1,1,3.69430212,0.760124925,214.86991899999998,0
3644,3645,1,321,7,1,1,4.407209285,0.8898350690000001,370.1657976,0
3645,3646,5,12,6,0,1,4.949891072,0.875059282,408.4868647,0
3646,3647,9,357,1,1,1,4.117595521,0.900969276,302.15706969999997,0
3647,3648,7,155,2,1,1,4.980958704,0.149155227,188.8691045,0
3648,3649,9,274,2,1,1,4.710558263,0.851263758,290.8906943,0
3649,3650,4,260,2,1,1,4.91003208,0.377422515,308.75737910000004,0
3650,3651,1,2,3,1,3,4.760077302,0.97259625,360.68591569999995,0
3651,3652,4,169,2,0,1,4.108254121,0.952853979,172.1090454,1
3652,3653,8,89,6,1,2,4.371714379,0.711764075,386.66455410000003,0
3653,3654,3,124,6,1,1,4.423802737,0.828289286,267.5414458,1
3654,3655,7,31,4,1,1,4.516850823,0.366651774,227.2839142,0
3655,3656,10,202,7,1,2,4.919469183,0.959881414,416.0053089,0
3656,3657,2,330,2,1,4,4.6116854410000006,0.280072951,329.7605702,1
3657,3658,2,215,6,0,1,4.321854187,0.972468125,346.2569811,0
3658,3659,4,4,5,1,1,4.725127777,0.8864033170000001,373.8313236,0
3659,3660,9,115,4,1,1,4.438327412,0.9795700940000001,441.19770159999996,0
3660,3661,9,329,1,1,3,4.599789393,0.836667596,482.1411041,0
3661,3662,4,284,5,0,2,4.844287085,0.82008709,323.1765651,1
3662,3663,5,300,7,1,1,3.936598488,0.60328199,235.9880476,0
3663,3664,2,61,6,1,1,4.356726106,0.7389920959999999,316.7204614,0
3664,3665,4,11,5,0,2,4.1936282,0.9883835879999999,241.24011140000002,1
3665,3666,3,221,5,1,1,4.05081732,0.38412456799999994,154.905175,1
3666,3667,1,211,2,1,1,4.7387419,0.671253257,318.9670769,0
3667,3668,2,236,6,1,1,4.662999471,0.838538543,370.2323435,0
3668,3669,10,214,5,0,1,4.651597932,0.381369911,166.802229,1
3669,3670,5,308,1,0,2,4.955103788,0.8872400970000001,389.7180321000001,0
3670,3671,8,364,1,1,2,3.1845330689999995,0.5570489989999999,299.74355069999996,0
3671,3672,10,360,4,1,1,4.668463157,0.418489945,325.7356663,0
3672,3673,7,335,7,1,2,4.629129488999999,0.638190943,440.90532790000003,0
3673,3674,7,189,1,1,1,4.75862364,0.671244662,344.3452197,0
3674,3675,5,278,6,1,2,4.922773211,0.493933104,386.51340289999996,0
3675,3676,7,265,7,1,1,4.748340683,0.563214566,268.3290642,0
3676,3677,10,98,1,1,1,3.4681313510000003,0.745110163,230.64664669999996,0
3677,3678,8,50,2,1,1,4.83177415,0.873847977,224.8784875,0
3678,3679,8,154,1,1,1,4.41057729,0.671389415,164.01708180000003,1
3679,3680,6,227,4,1,1,4.958119966,0.656153485,371.9559314,0
3680,3681,10,299,6,1,1,4.913353176,0.9087544609999999,400.32567,0
3681,3682,10,202,7,1,1,4.978021488,0.688211736,350.0355829,0
3682,3683,7,106,2,1,1,4.865181547,0.96056175,315.32366160000004,0
3683,3684,5,52,4,1,1,4.9173263910000005,0.712408955,347.9116147,0
3684,3685,5,54,6,1,2,4.5488452630000005,0.734379838,282.4522825,1
3685,3686,6,74,5,0,3,4.863301141,0.6667172060000001,453.92671399999995,0
3686,3687,10,60,5,1,1,4.458271901,0.677489648,278.6371035,0
3687,3688,7,330,2,0,2,4.9634564889999995,0.750545019,238.71161969999997,1
3688,3689,10,339,4,1,4,3.5167969230000002,0.9045328159999999,516.6776262,0
3689,3690,10,21,1,1,1,4.238007777,0.8247825670000001,193.7901243,0
3690,3691,7,109,5,1,1,4.964050165,0.562213825,396.44417599999997,0
3691,3692,10,198,3,1,1,4.383662859,0.465767439,289.017945,0
3692,3693,2,312,5,0,1,4.200164057,0.507036218,180.7986789,1
3693,3694,2,53,5,0,2,3.0,0.671117885,266.750011,0
3694,3695,9,136,4,1,3,4.135645168,0.356721833,389.8169402,0
3695,3696,5,171,4,0,2,4.449639749,0.737708287,388.8645188,0
3696,3697,2,316,2,1,1,4.869318932,0.597506353,317.74177260000005,0
3697,3698,1,8,2,1,3,4.415178755,0.671942802,290.17195760000004,0
3698,3699,10,306,6,0,1,4.577479799,0.628946609,243.13464240000002,0
3699,3700,9,358,2,1,1,4.312918778999999,0.8309981679999999,105.4763129,1
3700,3701,9,145,6,0,3,4.76798867,0.7555970790000001,454.5838653,0
3701,3702,3,188,7,1,1,4.944833926,0.704525898,312.0878473,0
3702,3703,9,300,7,0,2,4.833965556,0.767128459,291.9678422,1
3703,3704,1,231,1,0,2,3.0,0.976614668,300.00753710000004,0
3704,3705,3,348,6,1,2,4.828542823,0.593173294,322.9716883,1
3705,3706,8,349,7,1,1,4.574655573,0.859872372,289.2071486,0
3706,3707,9,49,1,1,1,4.538249523999999,0.465206315,342.70633250000003,0
3707,3708,2,114,3,1,1,4.694190399,0.722914631,176.424863,1
3708,3709,1,280,1,1,1,3.0,0.646981629,119.2311813,0
3709,3710,10,32,5,1,1,4.470299772,0.893465136,239.87404410000002,0
3710,3711,4,361,5,1,1,4.192818654,0.975200284,354.17448019999995,0
3711,3712,10,93,3,1,1,4.920439096,0.704375139,282.8105357,0
3712,3713,8,152,6,0,2,4.915008933,0.60415997,422.8726404,0
3713,3714,5,132,7,1,1,4.787672419,0.527158905,252.3306917,0
3714,3715,4,174,7,1,1,4.88595361,0.92104777,419.2986659,0
3715,3716,9,81,5,1,2,4.605206745,0.217781848,376.4167762,0
3716,3717,9,170,3,1,1,4.73628964,0.9127135679999999,270.9832913,0
3717,3718,4,50,2,1,1,4.3000809360000005,0.755939595,117.02779620000001,1
3718,3719,10,8,2,1,1,4.680364401,0.786482467,257.5323701,0
3719,3720,10,287,1,1,1,3.0,0.6244461579999999,80.0,0
3720,3721,3,109,5,1,1,4.201007239,0.7611071229999999,202.4771332,1
3721,3722,6,214,5,1,1,4.811031723999999,0.354788944,393.27862289999996,0
3722,3723,2,358,2,1,1,4.700273338,0.994565803,174.4023595,1
3723,3724,4,98,1,1,2,4.780077342,0.771934846,332.8964785,1
3724,3725,9,149,3,1,2,4.8774143080000005,0.860141403,402.36169900000004,0
3725,3726,7,149,3,1,1,4.4408865969999995,0.973131967,331.1825737,0
3726,3727,6,176,2,1,1,4.9607227510000005,0.903954523,363.75730120000003,0
3727,3728,7,60,5,1,1,4.607702604,0.837535998,266.96837,0
3728,3729,3,131,6,1,1,4.600008133,0.9930201479999999,251.14976600000003,1
3729,3730,7,154,1,1,2,4.457709121000001,0.9677357540000001,343.2196173,0
3730,3731,2,57,2,1,2,4.91595104,0.32441909399999996,313.3652847,0
3731,3732,8,77,1,1,2,4.868472608,0.7212678370000001,372.7593663,0
3732,3733,5,37,3,0,1,4.894510525,0.896865672,209.5147926,1
3733,3734,8,145,6,0,1,4.582713571,0.77324579,372.4047059,0
3734,3735,9,89,6,1,1,4.011487862,0.44337429100000003,173.8536555,1
3735,3736,5,304,4,1,1,4.89785924,0.583253625,285.6472809,0
3736,3737,6,218,2,1,2,4.060261197,0.766959889,215.2307953,1
3737,3738,1,293,7,1,1,4.8224104389999995,0.9573676529999999,444.84605480000005,0
3738,3739,10,114,3,1,1,4.968904487,0.893161324,314.0578378,0
3739,3740,6,277,5,0,1,4.599384165,0.917832537,262.48988990000004,1
3740,3741,1,168,1,1,1,4.621196245,0.382043222,276.0055655,0
3741,3742,3,245,1,1,2,4.96716933,0.8323031209999999,468.1864687,0
3742,3743,3,264,6,1,2,4.13306128,0.96408163,463.7494926,0
3743,3744,4,33,6,1,2,4.297974886,0.772288167,427.19678700000003,0
3744,3745,6,190,2,0,1,4.978001196,0.959387422,328.5913591,0
3745,3746,3,29,2,1,4,4.124935325,0.668463235,295.9244885,1
3746,3747,5,158,5,1,2,4.579493884,0.592800537,257.7007623,1
3747,3748,1,38,4,1,1,4.633750919,0.823590485,391.8092156,0
3748,3749,1,320,6,0,1,4.8576085419999995,0.9264139029999999,372.2980837,0
3749,3750,8,331,3,1,1,4.86915024,0.83192417,158.915165,1
3750,3751,3,69,7,0,1,4.829365913999999,0.54037137,288.76677810000007,0
3751,3752,6,336,1,0,2,4.265095883,0.902615263,297.8410038,1
3752,3753,4,100,3,1,2,4.97887111,0.8688785720000001,442.94254169999994,0
3753,3754,10,23,3,1,3,4.527983766,0.5848079389999999,434.26919100000003,0
3754,3755,10,51,3,1,2,4.670378766000001,0.825635804,341.1989594,0
3755,3756,6,291,5,0,2,4.761843552,0.974753529,397.7475198,0
3756,3757,7,262,4,1,1,4.2189909430000005,0.8912716409999999,205.4802024,1
3757,3758,9,124,6,0,2,4.807040764,0.393731041,386.8102518,0
3758,3759,8,280,1,1,2,4.962711362,0.330394407,251.22116430000003,1
3759,3760,1,190,2,0,3,4.48449497,0.7723698379999999,386.85454680000004,0
3760,3761,3,356,7,1,1,4.696550272,0.913866878,245.32153300000002,1
3761,3762,4,35,1,1,1,4.15455831,0.737709885,307.766531,0
3762,3763,9,171,4,0,3,4.4639275430000005,0.700861504,411.4153818,0
3763,3764,6,98,1,1,1,4.9060530060000005,0.674663248,392.0561756,0
3764,3765,2,315,1,1,1,3.276059159,0.846698562,208.8685084,0
3765,3766,9,326,5,1,1,4.620878141,0.916185714,408.0130711,0
3766,3767,6,238,1,1,1,4.142544564,0.688289563,233.24080279999998,0
3767,3768,1,274,2,1,4,4.919687581,0.655854969,441.6978134,0
3768,3769,2,10,4,1,2,4.850683143,0.731176405,279.7772298,1
3769,3770,1,39,5,1,1,4.677203269,0.542767356,346.9503875,0
3770,3771,10,10,4,1,3,4.974337268999999,0.666854639,389.7677898,0
3771,3772,7,352,3,1,1,4.819140787,0.86729666,319.6822566,0
3772,3773,1,134,2,1,1,3.594030385,0.74583845,176.0510253,0
3773,3774,3,278,6,0,1,4.885698634,0.83971274,424.08757360000004,0
3774,3775,5,67,5,1,2,4.795714654,0.471049747,448.07650020000005,0
3775,3776,5,225,2,1,2,4.770506105,0.874621413,353.80985469999996,0
3776,3777,8,359,3,1,1,4.030132086,0.9697719890000001,243.5869445,0
3777,3778,3,337,2,0,1,4.39211051,0.89826036,186.61835459999998,1
3778,3779,10,268,3,1,2,4.2449921889999995,0.515112982,351.0580542,0
3779,3780,3,81,5,1,1,4.871727688,0.942397081,310.6806954,0
3780,3781,1,74,5,1,1,4.986329341999999,0.942406635,285.96901529999997,1
3781,3782,1,154,1,1,1,4.771411252,0.688537414,330.3021293,0
3782,3783,4,90,7,1,1,4.258297355,0.6723236359999999,336.1893012,0
3783,3784,4,299,6,0,1,4.613389709,0.572180511,365.8943422,0
3784,3785,4,327,6,0,1,4.699879019,0.8998226359999999,345.05635589999997,0
3785,3786,4,25,5,1,1,4.758818242,0.39111631700000005,227.42474900000002,1
3786,3787,1,2,3,0,1,4.953080569,0.91214563,378.112796,0
3787,3788,2,351,2,0,1,4.174220701,0.663741815,255.3546383,0
3788,3789,1,80,4,0,1,4.690549488,0.491129325,189.1636608,1
3789,3790,5,4,5,0,4,4.63635662,0.9342308979999999,577.9064121,0
3790,3791,2,26,6,0,1,4.229370916000001,0.9956946,172.18700969999998,1
3791,3792,5,138,6,1,1,4.599712338,0.932022217,299.8317764,0
3792,3793,9,132,7,1,2,3.63704731,0.9545409909999999,310.2452534,0
3793,3794,1,339,4,1,1,4.776224816,0.634953827,268.6089232,0
3794,3795,1,104,7,1,1,4.8805652319999995,0.7987482370000001,355.6965342,0
3795,3796,9,202,7,0,3,4.438363182,0.6316151870000001,360.1607562,1
3796,3797,10,147,1,1,3,4.9159111410000005,0.931607161,517.1692747,0
3797,3798,3,184,3,1,1,4.533276386,0.8085788709999999,197.1511309,0
3798,3799,9,131,6,1,1,4.409090043,0.9838273259999999,330.2830563,0
3799,3800,9,4,5,1,1,3.686039736,0.9613608440000001,161.2214978,1
3800,3801,1,33,6,1,2,3.9322488730000003,0.7910608509999999,391.1911288,0
3801,3802,3,28,1,1,1,4.868869791,0.8494912609999999,320.04612510000004,0
3802,3803,8,178,4,1,1,4.1358177739999995,0.773297716,330.8615109,0
3803,3804,2,13,7,1,1,4.970392203,0.385079725,345.1688935,0
3804,3805,6,263,5,0,3,4.8770806669999995,0.52025375,494.9066637,0
3805,3806,2,204,2,1,1,4.760308883,0.780844545,308.6881802,0
3806,3807,8,154,1,1,1,4.254993731,0.7737680840000001,319.8026333,0
3807,3808,7,167,7,0,4,4.9939121580000005,0.706766208,606.4739722,0
3808,3809,1,160,7,0,1,4.349119307,0.907993775,201.906715,1
3809,3810,10,26,6,1,1,4.772288896,0.5623090589999999,230.56517459999998,1
3810,3811,8,31,4,0,2,4.686560512,0.823698009,288.9610356,1
3811,3812,5,320,6,1,1,4.212444635,0.94574734,204.1368504,1
3812,3813,10,67,5,1,2,4.746916489,0.357813162,463.70693370000004,0
3813,3814,10,186,5,1,2,4.247692198,0.79367697,260.9612932,1
3814,3815,8,204,2,1,2,4.366045325,0.7570739320000001,295.0132034,0
3815,3816,6,249,5,1,1,4.11270543,0.8468455709999999,324.84842819999994,0
3816,3817,2,257,6,1,2,4.449828932,0.562606409,310.69520489999996,0
3817,3818,2,42,1,0,1,4.991823479,0.607282099,422.6060966,0
3818,3819,1,185,4,1,1,4.9850704960000005,0.8068941820000001,371.2448234,0
3819,3820,10,49,1,1,1,4.781535333,0.877470449,363.1808743,0
3820,3821,1,349,7,1,2,4.752034386,0.250702283,355.7987022,0
3821,3822,10,194,6,1,1,4.983737318999999,0.936323169,320.8819742,0
3822,3823,4,9,3,1,1,4.598234012,0.565625377,278.7326008,0
3823,3824,10,267,2,0,1,4.692781763,0.84974967,295.5618029,0
3824,3825,9,153,7,0,1,4.994314778,0.950553065,355.4670539,0
3825,3826,5,25,5,1,2,4.4910279619999995,0.8742316659999999,353.3471867,0
3826,3827,6,341,6,1,1,4.728800054,0.7527759509999999,344.0032208,0
3827,3828,1,94,4,1,1,4.851464533,0.530076616,433.0484363,0
3828,3829,6,81,5,0,3,4.538560189,0.8040218259999999,519.0705335,0
3829,3830,9,4,5,0,1,4.776238108,0.8525882490000001,197.3700802,1
3830,3831,7,29,2,1,1,4.970263491,0.988920363,195.8893052,1
3831,3832,1,347,5,1,1,4.8985347,0.990756945,306.6524415,0
3832,3833,7,189,1,1,1,4.960455771,0.7954230840000001,344.314214,0
3833,3834,2,265,7,1,1,4.850446252,0.843363559,207.56393640000002,1
3834,3835,7,355,6,1,1,4.455968073,0.7774136420000001,375.5062364,0
3835,3836,1,324,3,1,2,4.327395354,0.7485256259999999,249.3480528,0
3836,3837,7,96,6,1,2,4.644975746,0.9710613370000001,526.6835638,0
3837,3838,10,188,7,1,1,4.073709631,0.527588875,176.1814013,1
3838,3839,9,116,5,1,1,4.588829594,0.965402751,269.6101238,0
3839,3840,3,267,2,1,1,4.175295302,0.7842439640000001,237.192231,0
3840,3841,3,202,7,1,1,4.9193776730000005,0.645365536,314.48499760000004,0
3841,3842,3,118,7,0,2,4.812883867,0.926795252,331.7515008,1
3842,3843,5,10,4,1,1,4.884272216,0.8074963629999999,263.71110899999996,1
3843,3844,2,340,5,1,1,4.989827323,0.9250766140000001,310.7689558,0
3844,3845,1,300,7,1,1,3.5850432389999995,0.743536911,250.71447200000003,0
3845,3846,4,254,3,1,2,4.995231331,0.669004742,358.843416,0
3846,3847,5,204,2,1,2,4.743691209,0.536945025,405.3418152,0
3847,3848,5,321,7,1,2,4.655491295,0.8276190640000001,368.6956835,0
3848,3849,8,184,3,0,2,4.672465797,0.8044938140000001,242.8458631,1
3849,3850,4,222,6,1,1,4.644016876,0.754068507,369.52221910000003,0
3850,3851,1,281,2,1,1,4.9178053639999995,0.758162908,163.2711514,1
3851,3852,2,213,4,1,1,4.693776088,0.9495446190000001,365.49165669999996,0
3852,3853,1,156,3,0,1,3.2758271480000003,0.927446916,80.0,1
3853,3854,1,205,3,1,2,4.399749428,0.974480545,278.00525780000004,1
3854,3855,9,88,5,1,1,4.446481613,0.9742542829999999,272.9919154,0
3855,3856,4,309,2,1,2,4.319733111000001,0.982852292,275.3267858,0
3856,3857,6,262,4,1,1,3.698078643,0.7128998759999999,347.3836639,0
3857,3858,5,341,6,0,1,4.667217138,0.9919784209999999,298.5307563,0
3858,3859,8,69,7,1,2,4.185682022,0.990316445,282.1104633,0
3859,3860,4,90,7,1,2,4.877799576,0.772009445,413.37298430000004,0
3860,3861,5,282,3,1,4,4.086958007,0.982642648,390.8537892,1
3861,3862,7,288,2,1,1,4.815743459,0.74017617,258.4919125,0
3862,3863,6,215,6,1,1,4.560860618,0.99161865,276.0076047,1
3863,3864,7,83,7,1,1,4.279462691,0.334212932,203.72555119999998,0
3864,3865,8,156,3,0,1,4.952154322,0.679533979,225.00393680000002,1
3865,3866,4,312,5,1,1,4.4760710569999995,0.341337412,190.66367749999998,1
3866,3867,5,31,4,1,1,4.360049194,0.7664765840000001,368.38366510000003,0
3867,3868,4,250,6,1,2,4.830595509,0.538307385,484.13282010000006,0
3868,3869,7,16,3,1,1,4.752104168,0.47117720700000004,304.2673903,0
3869,3870,8,214,5,1,1,3.0,0.9365368609999999,125.6924618,1
3870,3871,1,18,5,1,2,4.761631756,0.7364465090000001,363.88456360000004,0
3871,3872,8,8,2,1,2,4.720568698,0.543421494,367.6275658,0
3872,3873,4,321,7,1,1,3.8022400060000003,0.37496926700000005,264.7593143,0
3873,3874,9,276,4,1,1,4.431598284,0.826654303,332.3656822,0
3874,3875,4,298,5,1,2,4.8598646180000005,0.748734956,393.4052733,0
3875,3876,7,245,1,1,2,4.475961726,0.684708025,287.5244327,1
3876,3877,1,87,4,1,1,4.9305847389999995,0.470833777,319.691947,0
3877,3878,5,225,2,1,1,3.782116621,0.442328325,156.9779107,0
3878,3879,1,286,7,1,1,4.67857984,0.922731185,277.71752369999996,0
3879,3880,2,293,7,0,1,4.324508636,0.762581512,329.5289742,0
3880,3881,8,93,3,1,1,4.855849386,0.840132593,398.8706336,0
3881,3882,4,64,2,0,3,4.985076783,0.824001689,456.52275180000004,0
3882,3883,3,31,4,1,3,4.9233708169999995,0.894322959,503.8434521000001,0
3883,3884,7,22,2,0,2,3.7344678489999996,0.890799413,195.6931969,0
3884,3885,1,191,3,1,2,4.002635476,0.945975503,381.43121569999994,0
3885,3886,2,50,2,1,1,4.849555771,0.827535813,257.4776924,0
3886,3887,1,269,4,1,1,4.096271178,0.831594927,363.9427852,0
3887,3888,4,308,1,0,1,3.0,0.7422660209999999,229.0558926,0
3888,3889,3,237,7,1,1,4.695990218,0.8514292790000001,248.54246919999997,1
3889,3890,9,30,3,0,2,3.914550575,0.480860374,270.3741291,0
3890,3891,7,261,3,1,1,3.883385449,0.8123055459999999,252.33588230000004,0
3891,3892,8,353,4,0,1,4.573878135,0.735140915,364.5420069,0
3892,3893,8,156,3,1,1,4.355377637,0.939512873,271.9070994,0
3893,3894,6,133,1,1,2,3.578676357,0.8589781870000001,280.145094,0
3894,3895,2,69,7,1,2,4.2597542630000005,0.518182383,410.40468430000004,0
3895,3896,8,359,3,1,1,4.976852996,0.90450962,281.1212713,0
3896,3897,6,53,5,1,3,4.628915209,0.753363146,480.21448039999996,0
3897,3898,3,284,5,0,2,4.090394944,0.6169564470000001,192.53849119999998,1
3898,3899,9,126,1,1,1,4.863252213,0.380163835,345.8905842,0
3899,3900,3,126,1,1,2,4.8575292260000005,0.504812256,389.0934385,0
3900,3901,7,182,1,0,3,4.501000077,0.959004845,409.8237185,0
3901,3902,3,357,1,1,1,4.321414224,0.6644156410000001,283.8279151,0
3902,3903,9,67,5,0,2,4.076693411,0.9015019470000001,317.3055671,0
3903,3904,5,136,4,1,1,4.8746267560000005,0.7948473890000001,412.8919017,0
3904,3905,10,42,1,1,1,4.31402906,0.873324092,316.5017573,0
3905,3906,9,210,1,1,1,3.5753921330000002,0.7842860690000001,282.80759930000005,0
3906,3907,10,62,7,1,3,4.891830587,0.9688731309999999,350.2466002,1
